Transcript.ID,Splicing
gnl|KimballUMN|GUJ93_ZPchr0001g29281-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29282-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29283-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29284-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29285-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29285-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29286-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29287-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29287-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29288-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29289-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29290-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29291-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29292-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29293-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29294-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29295-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29295-2,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29295-3,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29295-4,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29296-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29297-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29298-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29299-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29300-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29301-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29302-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29303-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29304-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29305-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29306-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29307-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29308-1,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29308-2,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29308-3,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29309-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29310-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29311-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29312-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29313-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29314-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29315-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29316-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29317-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29318-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29319-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29320-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29321-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29322-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29323-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29324-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29325-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29326-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29326-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29327-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29328-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29329-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29329-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29329-3,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29330-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29331-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29332-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29333-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29334-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29335-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29336-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29337-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29338-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29339-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29340-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29341-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29342-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29343-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29344-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29345-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29345-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29346-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29347-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29348-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29349-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29350-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29351-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29352-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29353-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29354-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29355-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29356-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29357-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29357-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29358-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29359-1,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29359-2,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29359-3,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29359-4,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29359-5,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29360-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29361-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29362-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29363-1,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29363-2,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29364-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29365-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29366-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29367-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29368-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29369-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29370-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29371-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29372-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29373-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29374-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29374-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29375-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29376-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29377-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29378-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29379-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29380-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29381-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29382-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29383-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29384-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29385-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29386-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29387-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29388-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29389-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29390-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29391-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29392-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29393-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29394-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29395-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29396-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29397-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29398-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29399-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29400-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29401-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29402-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29403-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29404-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29405-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29406-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29407-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29408-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29409-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29410-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29411-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29412-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29413-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29414-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29415-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29416-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29417-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29418-1,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29418-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29418-3,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29419-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29420-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29420-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29420-3,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29421-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29422-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29423-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29424-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29425-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29426-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29427-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29428-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29429-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29430-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29431-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29432-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29433-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29434-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29435-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29436-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29437-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29438-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29439-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29440-1,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29440-2,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29441-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29442-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29443-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29444-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29445-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29446-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29446-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29447-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29448-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29449-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29450-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29450-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29450-3,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29450-4,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29450-5,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29451-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29452-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29452-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29453-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29454-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29455-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29456-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29457-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29458-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29459-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29460-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29461-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29462-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29463-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29464-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29465-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29466-1,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29466-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29466-3,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29467-1,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29467-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29467-3,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29467-4,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29468-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29469-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29470-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29471-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29472-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29473-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29474-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29474-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29475-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29476-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29477-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29478-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29479-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29480-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29481-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29482-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29483-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29484-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29485-1,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29485-2,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29486-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29487-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29488-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29489-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29490-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29491-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29491-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29492-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29493-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29494-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29494-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29495-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29496-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29497-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29498-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29498-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29499-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29500-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29501-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29502-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29503-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29504-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29505-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29506-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29506-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29507-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29508-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29509-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29510-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29511-1,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29511-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29511-3,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29511-4,SameProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29512-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29513-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29514-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29515-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29516-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29517-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29517-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29517-3,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29518-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29519-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29520-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29521-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29522-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29522-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29523-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29524-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29525-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29526-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29527-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29528-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29529-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29530-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29531-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29532-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29533-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29534-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29535-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29536-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29537-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29538-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29539-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29540-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29541-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29542-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29543-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29544-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29545-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29546-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29547-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29548-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29549-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29550-1,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29550-2,DifferentProduct
gnl|KimballUMN|GUJ93_ZPchr0001g29551-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29552-1,NoAlt
gnl|KimballUMN|GUJ93_ZPchr0001g29553-1,NoAlt
